Campinas;Americana;Not Named;Jose;Americana;64;Itatiba;Itatiba;43;19;Campinas;Neide;Itatiba;Itatiba;Americana
Americana;Americana;Sumare;Jose;52;58;Santa Barbara;51;Americana;Sumare;Americana;39;Maria;70;56
Itatiba;Americana;Itatiba;Campinas;Americana;Jose;64;Itatiba;40;13;Itatiba;Americana;Not Named;Itatiba;Seila
Americana;72;Seila;33;Americana;Seila2;Neide;Campinas;Americana;18;58;Itatiba;Americana;Maria;Campinas
Sumare;62;52;24;Itatiba;Campinas;59;Itatiba;Campinas;Neide;Itatiba;Sumare;Itatiba;34;Seila2
Itatiba;Maria;57;Seila2;Santa Barbara;19;28;Sumare;Campinas;34;Americana;Americana;65;Seila;Seila
Campinas;Americana;Seila;77;Seila;Itatiba;Itatiba;Seila2;Maria;Santa Barbara;Itatiba;64;Itatiba;Jose;Seila2
Itatiba;76;17;Itatiba;Itatiba;11;Americana;Itatiba;Itatiba;Americana;Itatiba;Itatiba;Americana;64;Itatiba
Campinas;56;Santa Barbara;Seila;Sumare;Campinas;31;17;Seila2;Sumare;Americana;Itatiba;Americana;Jose;Not Named
56;Sumare;Campinas;Campinas;46;Itatiba;Itatiba;Campinas;Seila;Sumare;Campinas;Seila;Americana;74;35
40;Santa Barbara;Neide;41;33;Sumare;Americana;33;Americana;Americana;Itatiba;51;44;Campinas;Seila
44;Americana;Itatiba;69;Sumare;Americana;Seila2;Santa Barbara;Americana;65;Itatiba;Neide;Seila2;Itatiba;42
Seila2;Neide;46;Santa Barbara;Neide;Seila2;63;Sumare;Americana;53;43;Americana;Itatiba;Itatiba;Not Named
Campinas;Seila2;20;Jose;50;Neide;Jose;Americana;75;Jose;Seila2;Sumare;Campinas;Seila2;Seila
Santa Barbara;28;Maria;Sumare;Americana;Campinas;24;19;Not Named;Americana;Maria;Neide;Campinas;Seila;78
Sumare;Not Named;44;Campinas;Americana;Maria;41;Itatiba;Americana;Campinas;Americana;Itatiba;Campinas;Maria;Americana
Campinas;Seila;77;Neide;Campinas;73;Itatiba;Itatiba;59;Campinas;65;Sumare;Americana;Not Named;46
61;Campinas;Maria;Maria;Itatiba;Americana;Seila;63;Itatiba;Itatiba;Neide;52;61;Neide;75
39;Maria;Seila;Maria;Americana;21;Seila2;23;58;37;Americana;Maria;71;Itatiba;Campinas
Itatiba;Itatiba;Itatiba;32;Jose;Americana;38;Maria;Campinas;Itatiba;Santa Barbara;Campinas;Maria;42;43
Itatiba;Americana;Americana;13;11;Maria;Itatiba;Maria;Santa Barbara;Itatiba;Americana;Seila2;57;Itatiba;Itatiba
Maria;58;Campinas;39;23;Not Named;Campinas;Americana;Neide;Maria;Sumare;Jose;Not Named;Campinas;Campinas
Campinas;73;58;Americana;Santa Barbara;Itatiba;Itatiba;Campinas;Itatiba;Campinas;Santa Barbara;Itatiba;Santa Barbara;19;Americana
Itatiba;Sumare;Santa Barbara;Santa Barbara;31;Maria;48;Americana;Itatiba;71;Seila;Sumare;Sumare;51;Not Named
Americana;27;Americana;Sumare;Campinas;Itatiba;Neide;Americana;Campinas;76;Neide;66;Sumare;Sumare;Americana
Neide;Neide;34;Seila2;Sumare;19;41;Campinas;Maria;Itatiba;Americana;10;Not Named;Seila2;Sumare
62;Santa Barbara;Santa Barbara;Maria;56;72;Americana;43;Campinas;31;Campinas;Itatiba;27;Neide;Seila2
Not Named;13;Itatiba;Americana;21;Itatiba;Santa Barbara;77;Campinas;77;Not Named;Americana;Santa Barbara;63;Sumare
49;Campinas;Not Named;Seila2;Americana;38;Campinas;Itatiba;53;Neide;Seila;Santa Barbara;Americana;Seila2;Itatiba
Jose;Itatiba;Santa Barbara;Itatiba;Sumare;Americana;Itatiba;Seila;Not Named;Sumare;Americana;76;19;Campinas;Santa Barbara
70;Seila2;Campinas;30;Sumare;77;Itatiba;Itatiba;Americana;26;Campinas;Americana;Sumare;Americana;Americana
Not Named;Maria;20;Maria;71;65;Sumare;Americana;Itatiba;Sumare;Itatiba;Itatiba;Seila;Campinas;Maria
Itatiba;Itatiba;Neide;Sumare;Americana;Americana;Neide;24;Sumare;Americana;Campinas;Itatiba;Santa Barbara;Jose;Santa Barbara
Americana;Itatiba;Itatiba;49;Not Named;Maria;11;28;Itatiba;Americana;Neide;Seila;Americana;Itatiba;Sumare
Americana;16;Maria;Neide;Maria;45;52;Itatiba;Sumare;Campinas;Americana;53;Itatiba;Seila;Seila
Sumare;Santa Barbara;Seila2;Seila2;38;Santa Barbara;Neide;53;Santa Barbara;Neide;20;Seila2;Campinas;34;Seila2
Santa Barbara;Maria;Campinas;Not Named;46;Seila;Americana;57;Sumare;32;57;59;Santa Barbara;Seila2;Americana
Seila2;Seila2;Sumare;Sumare;53;Jose;48;Americana;Seila;47;Seila;Itatiba;39;Seila2;68
30;Americana;Neide;Santa Barbara;Itatiba;Campinas;Itatiba;Campinas;Americana;Americana;Seila2;Sumare;Americana;Americana;Campinas
Itatiba;Neide;Americana;32;Neide;Seila2;Americana;Maria;Americana;56;38;Itatiba;Itatiba;Sumare;Campinas
Neide;Sumare;Campinas;Itatiba;Americana;Not Named;Sumare;Seila2;Itatiba;Santa Barbara;13;Itatiba;Itatiba;56;15
Americana;Seila2;40;Santa Barbara;Santa Barbara;Seila2;38;40;Seila2;Itatiba;Neide;42;Campinas;24;Itatiba
Itatiba;53;Americana;15;Itatiba;35;Itatiba;Sumare;44;27;45;Itatiba;Campinas;Not Named;Neide
49;Santa Barbara;Americana;Campinas;64;21;Americana;Itatiba;Itatiba;Americana;71;Santa Barbara;Seila2;Itatiba;40
Campinas;Americana;Campinas;27;Sumare;44;Sumare;Maria;Sumare;Santa Barbara;Maria;Americana;Not Named;Itatiba;Sumare
Seila;36;Santa Barbara;Sumare;Santa Barbara;Seila;72;56;Americana;Seila2;Seila;Americana;42;Neide;Santa Barbara
Seila2;Sumare;Not Named;Campinas;Itatiba;41;52;Americana;Not Named;Santa Barbara;54;Americana;46;Santa Barbara;Itatiba
44;Seila;26;Neide;60;13;Sumare;51;Itatiba;Itatiba;65;49;Neide;49;Itatiba
Maria;Itatiba;Sumare;Sumare;Americana;34;57;Seila;13;62;74;Santa Barbara;Seila;Americana;Sumare
Seila2;Campinas;Not Named;Itatiba;Americana;Seila;Americana;Itatiba;Seila;Seila;Sumare;74;Itatiba;Seila2;76
Americana;Seila;Seila;Itatiba;Sumare;Neide;Campinas;Neide;17;74;49;Campinas;Americana;Neide;Americana
Seila;Campinas;Seila2;Neide;Jose;Itatiba;Seila2;Not Named;Americana;41;19;Campinas;Itatiba;Americana;Sumare
Not Named;41;Campinas;Americana;21;47;Campinas;73;Campinas;Jose;Americana;Americana;Sumare;Itatiba;52
56;Not Named;Santa Barbara;27;Americana;Sumare;Campinas;32;59;Itatiba;Campinas;Seila;Santa Barbara;Americana;Campinas
Maria;67;49;Santa Barbara;Maria;Seila;Americana;Itatiba;34;Sumare;Maria;Itatiba;43;64;Americana
66;Itatiba;62;Seila2;Neide;Campinas;Seila2;31;59;Americana;39;Itatiba;Campinas;Campinas;Santa Barbara
Campinas;Seila2;Jose;Itatiba;Americana;Neide;Sumare;Maria;Seila;Santa Barbara;Seila;Jose;51;Sumare;Maria
71;31;Campinas;Campinas;Americana;Campinas;Seila;31;Seila;Seila2;Not Named;Americana;38;Campinas;Seila
Santa Barbara;Sumare;Itatiba;Santa Barbara;Maria;Santa Barbara;64;41;57;61;72;Itatiba;Seila2;Sumare;Jose
Campinas;Seila;Seila2;Itatiba;Americana;34;Campinas;Americana;76;50;Santa Barbara;25;Campinas;Americana;Itatiba
Itatiba;18;Americana;34;Sumare;Americana;21;Santa Barbara;30;Itatiba;Santa Barbara;Maria;Itatiba;Santa Barbara;41
Itatiba;Not Named;Maria;12;50;Itatiba;44;Campinas;66;14;Sumare;Seila2;Santa Barbara;Seila;Seila
40;50;41;27;Itatiba;72;Santa Barbara;53;13;17;Americana;49;Americana;Sumare;Jose
20;Neide;Seila;28;Americana;Americana;57;Campinas;Maria;Campinas;Seila;Not Named;Jose;Seila2;26
Campinas;Seila2;11;71;Seila2;Maria;67;Neide;Campinas;Sumare;Itatiba;Itatiba;Campinas;75;Campinas
Seila;Sumare;Not Named;Sumare;Americana;Campinas;Not Named;Campinas;45;Seila;Sumare;Maria;34;Campinas;24
64;Maria;Campinas;Campinas;Campinas;Campinas;75;Campinas;Maria;Seila2;17;Sumare;42;Maria;32
Not Named;Sumare;Campinas;Jose;Not Named;Jose;Sumare;Itatiba;Neide;Itatiba;Campinas;21;65;59;51
Neide;Jose;55;64;Campinas;Campinas;10;67;16;Sumare;Americana;10;36;58;Santa Barbara
Americana;33;Sumare;Campinas;Campinas;41;49;Itatiba;Neide;29;Santa Barbara;Santa Barbara;30;77;Campinas
Itatiba;Jose;Campinas;Americana;Santa Barbara;Seila2;Campinas;Americana;Maria;Neide;Itatiba;Santa Barbara;Campinas;Sumare;Itatiba
Americana;14;39;Campinas;Americana;Itatiba;12;Campinas;Itatiba;Americana;Jose;Maria;Americana;Jose;Itatiba
Campinas;31;Itatiba;Sumare;Americana;Itatiba;Seila;64;77;44;Sumare;Campinas;Itatiba;Americana;Americana
Campinas;Neide;68;33;Campinas;Sumare;Neide;Campinas;23;Santa Barbara;Americana;Santa Barbara;Itatiba;Neide;62
68;Campinas;Maria;Americana;Campinas;Jose;Seila;Campinas;Neide;Not Named;Americana;Americana;Maria;Santa Barbara;Santa Barbara
Campinas;Seila2;Americana;Itatiba;Americana;Not Named;22;Americana;Neide;60;Itatiba;Itatiba;Campinas;Sumare;Itatiba
Neide;Maria;Americana;Seila2;Campinas;Itatiba;Campinas;29;Campinas;75;56;Campinas;Santa Barbara;Americana;Neide
Campinas;Sumare;34;Americana;75;Itatiba;70;48;Maria;63;Maria;Campinas;Sumare;Americana;21
67;Americana;38;Americana;48;10;Americana;Itatiba;Campinas;Itatiba;Campinas;Campinas;Campinas;Santa Barbara;Sumare
Campinas;49;Americana;Americana;50;55;19;Seila;72;Sumare;Neide;Not Named;64;Campinas;Santa Barbara
11;Americana;Seila2;12;45;Jose;44;Maria;51;Sumare;Santa Barbara;49;73;15;Jose
Seila;Campinas;Campinas;Neide;Maria;28;Neide;Maria;Neide;Sumare;Neide;21;Campinas;22;Maria
74;Americana;Americana;21;46;Itatiba;Sumare;Maria;Seila;Maria;Seila;Santa Barbara;Americana;Maria;Sumare
Seila;28;Americana;57;57;Americana;Campinas;24;49;Seila;Seila2;72;16;Itatiba;Americana
Maria;Itatiba;Campinas;Campinas;Itatiba;Americana;Americana;Sumare;Maria;Sumare;Itatiba;Seila;Neide;Maria;Campinas
56;Maria;74;Santa Barbara;Maria;Seila;52;Not Named;20;Maria;37;Sumare;Sumare;Itatiba;Itatiba
Campinas;Campinas;Sumare;Americana;Americana;Itatiba;22;Campinas;28;Sumare;Itatiba;Campinas;Not Named;Campinas;48
Americana;Neide;14;Maria;Campinas;Americana;13;31;Seila2;Itatiba;Itatiba;Jose;Itatiba;Itatiba;63
Seila;Not Named;Itatiba;Itatiba;Campinas;48;Neide;22;42;29;Americana;Campinas;30;40;Americana
56;49;Santa Barbara;34;Americana;65;Sumare;33;Campinas;Americana;Americana;Sumare;48;Itatiba;Maria
Maria;Itatiba;70;Americana;Americana;57;Americana;Itatiba;46;Neide;Santa Barbara;Maria;Neide;11;Americana
Sumare;Americana;Santa Barbara;Americana;Not Named;25;Campinas;Jose;Americana;Itatiba;68;32;Americana;70;Itatiba
Maria;Itatiba;Sumare;Not Named;Sumare;Campinas;Americana;Maria;Campinas;60;30;Americana;49;Campinas;Campinas
Campinas;Americana;Seila;Campinas;Americana;Itatiba;65;75;20;Itatiba;Americana;19;Itatiba;Itatiba;Santa Barbara
69;Americana;Sumare;Itatiba;Santa Barbara;Itatiba;Seila;Sumare;47;62;Sumare;Itatiba;Santa Barbara;Americana;Seila2
Americana;Itatiba;Seila2;Seila2;37;Campinas;37;Sumare;50;Itatiba;Maria;Americana;34;Itatiba;48
Maria;45;Santa Barbara;Campinas;Sumare;60;Seila2;Americana;Itatiba;Americana;Campinas;Seila2;32;Jose;Santa Barbara
77;Santa Barbara;16;24;Americana;Seila2;Seila;62;Campinas;Santa Barbara;Maria;Neide;Campinas;Sumare;52
Seila;Neide;Campinas;Americana;76;Neide;Campinas;Campinas;Seila;Itatiba;Santa Barbara;Seila;Americana;Campinas;Santa Barbara
Jose;45;Neide;Seila2;Itatiba;26;Seila2;Santa Barbara;Santa Barbara;Neide;14;Itatiba;Seila;70;Seila2
Maria;36;Itatiba;17;27;74;49;Maria;65;Americana;Santa Barbara;37;70;Itatiba;Seila2
Seila2;45;73;Americana;14;Sumare;Maria;73;Americana;Santa Barbara;Neide;49;Seila2;Campinas;Sumare
Americana;Jose;35;Seila2;26;Seila2;Campinas;Itatiba;Seila2;Campinas;Maria;Campinas;Neide;Santa Barbara;49
Campinas;Americana;Seila2;Itatiba;74;Maria;Campinas;63;Sumare;Sumare;62;Not Named;Campinas;Campinas;Americana
Maria;32;Campinas;43;Americana;Seila2;72;25;Not Named;Seila;Seila;Americana;Sumare;Seila;Maria
23;Itatiba;50;Sumare;41;Americana;Neide;20;Itatiba;Seila2;58;Santa Barbara;Americana;Americana;Maria
Neide;Maria;Seila2;Not Named;Americana;Seila2;71;69;Santa Barbara;Americana;Seila;Americana;Santa Barbara;Americana;Americana
Americana;Campinas;32;30;Sumare;Campinas;Sumare;Itatiba;11;Americana;64;17;34;59;53
Campinas;Seila;Campinas;Sumare;Campinas;Seila2;Santa Barbara;Santa Barbara;Itatiba;Sumare;Campinas;Seila;Americana;30;Campinas
Seila2;Santa Barbara;Jose;Itatiba;Americana;Jose;Itatiba;Santa Barbara;27;64;Sumare;Seila2;Santa Barbara;22;Neide
11;Seila;Campinas;Sumare;67;23;Campinas;71;Santa Barbara;Neide;Americana;48;Neide;Sumare;Itatiba
Americana;Maria;Americana;57;Seila2;Itatiba;Campinas;Campinas;61;Santa Barbara;61;Sumare;Itatiba;Seila;Campinas
Santa Barbara;Campinas;58;Neide;Maria;Santa Barbara;48;Santa Barbara;64;Campinas;Sumare;Campinas;Itatiba;71;Maria
Not Named;42;67;Seila;Maria;Sumare;74;Americana;39;Itatiba;Campinas;Neide;Seila;46;Maria
59;Campinas;Seila;Campinas;Sumare;Not Named;Campinas;14;Americana;Campinas;Itatiba;23;Itatiba;Americana;17
Santa Barbara;Seila;60;Santa Barbara;Santa Barbara;Itatiba;Not Named;Jose;28;32;52;Santa Barbara;Seila2;Americana;Itatiba
75;Americana;Santa Barbara;Santa Barbara;50;48;Neide;67;Itatiba;Americana;41;Campinas;22;Campinas;Maria
Campinas;Itatiba;Maria;Seila;Seila;Jose;Seila2;30;Itatiba;Campinas;Campinas;Neide;Jose;Americana;Campinas
Americana;Campinas;Campinas;Jose;Neide;Itatiba;Americana;Itatiba;Neide;Americana;Americana;Itatiba;Itatiba;50;Americana
Seila;Itatiba;Itatiba;Jose;Maria;Sumare;39;Santa Barbara;Americana;Neide;Americana;Neide;Itatiba;Neide;Campinas
Itatiba;Neide;Maria;Americana;Campinas;Itatiba;Neide;Campinas;Itatiba;29;21;30;Maria;Maria;18
Sumare;Seila;Maria;Americana;Americana;58;Campinas;Sumare;Santa Barbara;Campinas;Neide;Seila;Seila;Campinas;31
13;Neide;Itatiba;Maria;Campinas;Americana;Campinas;Santa Barbara;Seila;Campinas;47;Itatiba;Maria;Campinas;Itatiba
Campinas;Itatiba;Americana;Sumare;Neide;Maria;Itatiba;33;Santa Barbara;43;13;Santa Barbara;Itatiba;Americana;Itatiba
51;Campinas;Itatiba;Itatiba;Itatiba;Jose;47;Campinas;Campinas;Seila2;57;Sumare;Sumare;Americana;Itatiba
Santa Barbara;24;Seila;Campinas;Americana;Itatiba;59;Santa Barbara;Americana;Americana;Americana;Itatiba;Americana;Itatiba;Americana
Maria;72;Neide;Not Named;Itatiba;Americana;Seila2;Americana;Neide;Sumare;Seila;Americana;14;59;Maria
Seila;Campinas;21;Americana;Seila;Campinas;Maria;Itatiba;Americana;Campinas;Seila;Sumare;Americana;Seila2;Neide
10;Americana;21;Campinas;34;Americana;20;Campinas;34;Seila2;Santa Barbara;Americana;Sumare;Itatiba;50
67;Seila;Itatiba;49;Neide;19;72;Santa Barbara;Itatiba;Seila2;51;Itatiba;Sumare;52;Sumare
Itatiba;66;Sumare;Seila2;Americana;Sumare;Seila;Campinas;Campinas;Not Named;Seila;32;42;22;Americana
Americana;Campinas;38;Itatiba;Campinas;Americana;65;Sumare;Americana;52;Seila2;Itatiba;Neide;27;52
Itatiba;Seila;Sumare;Santa Barbara;Santa Barbara;Campinas;76;Seila;Campinas;Neide;Campinas;Itatiba;Itatiba;Seila;Americana
Americana;66;Itatiba;69;35;14;Sumare;Seila;11;Sumare;Itatiba;Americana;Maria;Jose;Neide
Jose;37;Campinas;Itatiba;48;Seila;Americana;Seila;73;Campinas;Campinas;Campinas;Americana;Neide;70
Neide;Maria;61;Neide;Campinas;Itatiba;Maria;Neide;Itatiba;Americana;Campinas;Not Named;Neide;Itatiba;17
Campinas;27;Americana;Campinas;Not Named;Campinas;Santa Barbara;Campinas;Seila;Maria;Sumare;Maria;31;40;Americana
Campinas;Americana;Sumare;61;Americana;Neide;Americana;Seila;Itatiba;Sumare;22;Not Named;Americana;Itatiba;Americana
Seila;Neide;Itatiba;Santa Barbara;76;Seila;Sumare;Sumare;Seila;Maria;76;Seila;Campinas;Campinas;Americana
Neide;Itatiba;Campinas;30;Itatiba;62;Campinas;26;Campinas;70;Sumare;Neide;Neide;72;Campinas
70;Sumare;Seila;Campinas;Santa Barbara;17;43;Maria;74;Itatiba;Itatiba;Itatiba;Campinas;Itatiba;Americana
Campinas;Sumare;16;Campinas;53;Sumare;Itatiba;Neide;Campinas;52;Campinas;Seila;64;Not Named;Jose
Americana;16;69;49;Jose;Maria;Itatiba;Not Named;Campinas;26;Itatiba;Campinas;30;Seila2;Maria
Campinas;Itatiba;Americana;Campinas;Santa Barbara;Seila2;Americana;Seila2;34;69;Itatiba;Sumare;Itatiba;37;Not Named
53;22;67;52;Maria;Campinas;73;Neide;Santa Barbara;Itatiba;Campinas;Santa Barbara;Americana;Itatiba;Neide
46;Seila2;Itatiba;Seila;Itatiba;Not Named;Campinas;Seila2;68;Santa Barbara;69;65;Neide;42;Seila
Itatiba;Campinas;Americana;59;22;Americana;Sumare;Campinas;Itatiba;Sumare;Seila;Americana;Americana;Santa Barbara;Not Named
Americana;Seila2;Santa Barbara;53;Maria;Americana;Itatiba;Jose;Seila;Itatiba;30;Americana;Americana;Itatiba;Sumare
Campinas;Campinas;Maria;Santa Barbara;Seila2;39;72;Campinas;39;Jose;77;Seila2;Americana;53;77
Itatiba;Itatiba;Seila;Sumare;Seila2;Americana;Santa Barbara;Seila;Itatiba;Maria;Campinas;Campinas;Americana;Campinas;59
Seila2;Sumare;48;Americana;Campinas;Seila;Campinas;60;Seila;Sumare;Americana;Seila2;72;18;Americana
58;Campinas;Seila;12;Santa Barbara;Sumare;42;Seila;Americana;Seila;68;Neide;Campinas;Maria;Maria
48;Americana;Itatiba;Neide;65;Sumare;Campinas;Maria;21;Americana;Campinas;29;Seila;Campinas;73
Seila2;Maria;Campinas;Americana;Campinas;46;Seila2;47;20;Itatiba;Americana;Seila;Santa Barbara;23;63
Itatiba;Santa Barbara;58;Neide;16;Sumare;Santa Barbara;Campinas;Campinas;Sumare;Americana;31;45;38;16
Sumare;Americana;Americana;Seila2;Campinas;Maria;Americana;17;Seila2;Itatiba;Americana;43;23;Americana;Neide
Americana;72;44;Campinas;73;Americana;Santa Barbara;75;Seila2;Campinas;Americana;Campinas;Itatiba;Americana;Sumare
Santa Barbara;Campinas;22;Santa Barbara;69;Santa Barbara;Seila;Maria;Campinas;Itatiba;74;19;Seila2;Neide;Sumare
Campinas;Americana;Americana;77;Itatiba;71;Seila;Itatiba;Seila2;35;Americana;Not Named;39;Americana;Neide
Seila2;Itatiba;67;Maria;Neide;Neide;Neide;Itatiba;48;Seila;Campinas;Seila2;Jose;71;Jose
Sumare;Santa Barbara;Campinas;Campinas;Santa Barbara;59;30;48;Jose;Campinas;Seila;Seila;Itatiba;Itatiba;46
71;Neide;Itatiba;Americana;Not Named;14;Jose;Itatiba;26;11;Campinas;Maria;Americana;Campinas;Santa Barbara
Itatiba;Sumare;Seila2;Santa Barbara;Americana;Seila;Campinas;63;43;Seila;14;65;76;Campinas;37
Sumare;Seila2;Campinas;Seila;61;Sumare;Sumare;Campinas;Campinas;57;55;Itatiba;Itatiba;Campinas;Neide
Itatiba;54;Seila2;Seila2;Santa Barbara;Seila2;Americana;Campinas;Itatiba;Americana;Sumare;52;15;Seila2;Not Named
Sumare;Itatiba;Itatiba;Maria;Americana;19;Sumare;71;Santa Barbara;Americana;Campinas;65;Seila2;Itatiba;62
Campinas;Itatiba;Santa Barbara;42;Americana;Campinas;Americana;56;Americana;Itatiba;17;Americana;61;Seila;Itatiba
Seila2;Campinas;Americana;36;68;23;41;Neide;Campinas;Jose;72;22;Campinas;51;Campinas
Not Named;67;Maria;Sumare;Itatiba;46;Americana;Seila2;Campinas;Americana;Americana;Jose;33;Americana;Seila
Neide;Neide;72;Itatiba;Americana;Itatiba;Seila2;Americana;Sumare;68;Maria;Santa Barbara;56;Itatiba;15
Seila2;Americana;Campinas;Maria;Sumare;Campinas;Seila;Itatiba;37;Americana;Campinas;Neide;44;Itatiba;Jose
Sumare;Campinas;Seila2;Campinas;13;Seila2;46;Maria;Santa Barbara;Sumare;31;Campinas;Campinas;41;Neide
Americana;49;Itatiba;12;Itatiba;Jose;Americana;Itatiba;41;60;Campinas;21;Jose;73;52
62;Americana;77;Americana;Sumare;Neide;48;Seila;Santa Barbara;20;Maria;Not Named;Neide;Seila2;Jose
Santa Barbara;Campinas;Americana;44;66;72;23;Sumare;74;37;Not Named;55;Santa Barbara;Campinas;40
Santa Barbara;Itatiba;Itatiba;Campinas;Santa Barbara;Campinas;69;Americana;Itatiba;64;65;Itatiba;56;74;38
24;Sumare;Neide;Campinas;Itatiba;Maria;48;Jose;Jose;18;Santa Barbara;62;Maria;Americana;Seila2
Not Named;Americana;Itatiba;71;Jose;16;Santa Barbara;Seila2;Americana;Campinas;Seila2;Jose;Santa Barbara;Neide;Seila
Neide;Campinas;74;58;33;Santa Barbara;11;Neide;Campinas;62;Americana;Seila2;39;Americana;Sumare
Sumare;Americana;Itatiba;17;46;56;Itatiba;Seila;Neide;Americana;18;70;Maria;Campinas;Itatiba
Seila2;Santa Barbara;Americana;Sumare;Campinas;Itatiba;Seila2;Americana;Campinas;45;Campinas;Itatiba;Campinas;Maria;Maria
36;18;Seila2;Neide;Seila;Americana;Americana;Santa Barbara;Campinas;Itatiba;29;Campinas;Americana;Neide;Santa Barbara
Americana;Campinas;Jose;Neide;Sumare;44;Itatiba;Neide;30;Campinas;Itatiba;Americana;Americana;Seila;Santa Barbara
Seila;Sumare;Maria;56;Jose;Americana;Santa Barbara;Sumare;Itatiba;Itatiba;18;Americana;Americana;30;Campinas
Itatiba;Santa Barbara;30;43;Itatiba;Itatiba;73;55;Campinas;Maria;Itatiba;Jose;Seila;Americana;Santa Barbara
Seila;Seila;Campinas;Jose;Campinas;Americana;73;Campinas;Campinas;Seila;Not Named;Jose;Campinas;23;Americana
Itatiba;Americana;Seila2;11;Americana;50;Seila2;53;Maria;Neide;Not Named;Itatiba;Campinas;Santa Barbara;Santa Barbara
Seila2;Seila2;Campinas;Campinas;Seila2;Neide;Campinas;68;Americana;Seila;Neide;Sumare;Itatiba;Neide;Americana
Neide;Itatiba;Americana;Santa Barbara;Maria;Itatiba;Itatiba;Campinas;Seila;13;Seila;Sumare;Americana;Americana;47
Itatiba;Not Named;Maria;Campinas;Campinas;Sumare;Americana;53;Neide;Santa Barbara;24;Campinas;54;Santa Barbara;Americana
Sumare;Neide;Seila;Santa Barbara;Campinas;Maria;Santa Barbara;26;Santa Barbara;Santa Barbara;Santa Barbara;Americana;56;Not Named;Americana
Seila;Itatiba;Campinas;Jose;17;37;Not Named;Itatiba;64;Campinas;Americana;66;62;Maria;65
44;Campinas;Seila;14;Santa Barbara;Campinas;48;Americana;Itatiba;10;Americana;Sumare;Santa Barbara;Santa Barbara;68
Seila;Campinas;69;Campinas;Itatiba;Not Named;Campinas;Itatiba;Maria;Maria;Neide;Itatiba;Santa Barbara;Americana;Americana
Sumare;Sumare;Sumare;Americana;Seila2;Neide;Campinas;49;Itatiba;Maria;Itatiba;47;51;Seila;Campinas
Seila2;Sumare;Itatiba;Neide;Americana;Sumare;Seila;Itatiba;Itatiba;Itatiba;Santa Barbara;Campinas;Americana;68;Campinas
Campinas;Campinas;Santa Barbara;Itatiba;Seila2;Santa Barbara;Americana;36;Jose;Itatiba;Sumare;Neide;Not Named;Santa Barbara;Santa Barbara
Neide;Seila2;Maria;Sumare;53;Itatiba;Seila;68;Jose;25;Americana;38;Itatiba;Itatiba;Campinas
24;Itatiba;39;36;Campinas;Americana;Campinas;Santa Barbara;Campinas;Santa Barbara;Sumare;Sumare;Americana;24;Maria
Americana;31;Jose;Campinas;65;Campinas;Sumare;Itatiba;Campinas;Americana;Americana;Santa Barbara;Jose;Americana;Americana
Itatiba;Santa Barbara;Santa Barbara;Sumare;Americana;Sumare;Seila2;43;Campinas;Americana;Seila2;Americana;Americana;Campinas;Itatiba
Seila;Not Named;Sumare;Campinas;Itatiba;Campinas;Americana;Campinas;15;Itatiba;Seila;Campinas;69;Itatiba;Americana
Itatiba;35;Campinas;Campinas;Seila2;Seila;Seila;Maria;Santa Barbara;66;Maria;Maria;Sumare;Jose;Neide
Santa Barbara;63;61;Not Named;Americana;Seila;Campinas;Seila2;Americana;51;16;Campinas;47;Sumare;Sumare
25;31;57;Maria;25;30;Seila2;10;Itatiba;Sumare;Neide;Santa Barbara;Campinas;Americana;Maria
69;Seila;Seila2;Americana;Neide;Itatiba;Maria;30;Sumare;Campinas;Sumare;15;38;16;Sumare
